5000 50000
16:41:17 3466 163
05:10:23 9864 744
03:42:14 6794 840
10:46:07 7890 701
15:30:13 9680 175
20:53:26 368 259
01:08:36 9706 174
04:40:32 643 922
18:09:03 2726 274
05:33:25 9820 587
20:01:56 4645 979
02:13:28 9938 492
15:10:14 6731 625
04:50:37 2980 648
21:32:16 2748 751
21:21:59 7430 620
18:04:14 6197 404
04:06:01 3316 545
16:43:26 2451 630
03:11:30 9828 49
17:32:48 1926 105
15:42:08 9888 562
00:57:49 7070 544
13:23:55 712 724
16:27:14 7900 818
12:22:37 9440 110
13:08:16 7818 794
07:58:54 1374 300
19:56:34 6696 273
06:00:45 117 601
16:07:33 118 394
20:13:44 5176 428
11:06:09 6981 677
18:16:16 8784 443
18:23:39 4515 706
12:48:13 6771 575
17:30:11 6066 582
17:30:16 5025 601
11:49:45 6523 763
04:54:55 1952 775
07:28:50 2651 112
06:32:25 5545 830
17:39:44 853 174
12:40:00 1493 853
04:30:59 9835 455
02:04:16 3634 389
02:38:02 6297 963
12:39:41 8537 303
22:38:03 2872 665
15:28:00 3305 880
21:59:51 8490 302
06:02:50 9823 532
16:44:14 2777 700
01:23:15 5 171
02:17:49 6545 371
21:25:25 9603 215
16:00:47 1125 951
02:35:18 9161 946
18:22:22 4531 241
19:12:29 6619 598
00:16:11 6671 528
03:35:04 8244 311
10:07:51 8410 989
08:56:34 9420 266
22:28:24 9227 505
07:48:21 7518 707
14:57:37 449 503
03:16:04 6270 658
07:43:44 3768 829
10:26:22 8463 558
00:44:53 4315 264
09:05:25 5604 87
17:59:11 7808 331
11:13:57 9400 285
05:47:43 3116 520
23:12:15 3966 903
08:13:14 3323 864
07:53:39 5834 169
03:07:58 1286 702
21:31:39 109 792
17:02:54 7902 390
19:20:31 9413 899
08:31:11 8375 296
12:14:48 9449 141
01:33:51 6934 499
17:02:32 5690 413
21:49:11 7491 133
22:33:29 5172 715
00:00:43 3453 398
18:06:20 5925 637
08:11:35 4307 252
08:30:39 5622 384
05:31:27 3450 439
22:48:23 5982 884
12:17:28 2948 595
04:36:43 3745 843
03:46:17 3864 578
13:54:24 3213 159
23:09:30 160 190
13:31:08 8471 556
23:20:50 7973 317
08:35:54 9304 58
12:06:44 2677 71
06:52:16 7808 869
20:06:28 5484 276
11:23:35 9134 964
08:22:01 6747 134
11:55:43 9922 213
18:36:41 8822 188
09:22:20 8364 509
23:28:56 1285 400
19:18:29 2374 899
05:40:51 5528 441
20:39:36 6632 879
02:05:10 5630 243
10:20:41 4774 737
08:38:41 6480 287
14:49:55 5951 775
18:33:28 6783 181
05:54:01 2049 755
07:42:16 1312 225
05:25:06 1566 75
15:35:03 432 799
12:33:48 1364 116
08:39:09 1382 680
12:19:14 4054 765
09:28:40 2072 144
16:53:10 469 45
21:22:55 5329 894
15:29:55 8857 967
08:35:28 2214 981
22:34:11 9681 621
14:40:47 9241 455
16:40:40 8746 327
11:30:34 3722 834
02:28:19 5993 432
08:09:19 173 10
16:52:48 2234 362
09:30:34 137 714
15:48:30 4909 19
13:51:18 9782 246
00:35:23 3090 431
17:27:25 4095 177
22:47:41 6386 858
12:14:16 1298 442
20:15:33 4455 301
20:47:34 4405 432
06:54:04 2989 149
09:07:40 7461 642
14:17:44 8061 202
10:01:09 814 557
00:11:06 4623 285
04:45:28 135 248
02:09:00 8087 232
10:26:19 8166 390
14:44:50 520 348
02:53:48 2394 67
08:49:25 1170 566
15:11:12 4098 846
12:53:00 1999 796
22:15:24 7258 263
23:02:12 7551 762
03:33:42 3416 494
12:43:19 5294 172
20:46:02 9005 543
03:16:30 4896 213
11:56:03 3569 125
07:40:27 5317 25
05:50:17 9580 132
12:50:15 147 53
18:50:44 7787 714
19:09:23 1467 264
05:31:05 5545 963
20:03:03 5825 670
04:44:34 1760 138
15:14:20 9149 817
20:48:22 7188 760
06:01:44 6190 376
23:08:16 647 506
22:28:35 4829 565
22:31:12 9285 201
17:22:20 7675 291
19:58:55 9086 174
02:33:09 7363 312
08:34:23 7440 10
20:32:24 3040 914
00:39:54 5966 804
19:15:20 1038 684
17:52:24 3111 546
21:31:49 9036 167
19:18:20 6715 666
10:07:06 8573 684
02:02:53 2127 192
01:12:06 7953 206
03:02:36 6367 683
15:33:39 9672 272
01:23:14 9928 745
02:00:59 3420 681
15:59:56 1311 489
20:03:23 9143 771
13:52:23 956 853
19:17:33 667 761
02:53:19 1277 977
06:33:06 1659 752
07:34:24 3105 207
16:42:15 9340 650
05:35:47 9145 435
23:06:49 9447 376
21:29:44 6998 914
03:10:50 2956 573
12:32:21 2592 556
19:28:59 5773 934
10:35:20 6091 432
20:27:52 5300 633
07:36:34 3505 394
17:59:47 4163 378
14:28:25 4 753
01:18:38 268 540
04:56:19 108 317
07:13:54 5160 32
22:52:17 9072 533
17:36:59 9366 168
03:02:29 5828 169
04:16:23 9539 265
07:16:51 4921 104
18:25:36 3563 761
02:46:20 7906 187
15:52:57 9441 849
03:38:41 4922 48
23:51:36 6252 90
01:58:49 5479 366
13:26:59 1975 900
07:47:41 9869 960
00:40:49 6267 65
09:33:02 5232 562
18:09:20 8232 724
07:09:03 6437 466
19:36:32 1476 237
13:18:50 6461 161
04:21:05 7797 595
23:03:35 6541 278
02:25:32 7119 802
22:08:48 2210 502
17:12:31 6477 677
18:12:35 8590 262
07:04:17 7047 341
21:59:36 1468 125
21:26:27 5985 366
06:20:22 9731 681
00:49:19 2774 368
19:52:51 7246 648
04:28:02 3826 214
21:23:09 1406 125
23:03:15 2420 899
09:00:21 1824 322
14:30:01 5438 224
23:34:13 3340 569
16:48:16 8992 504
19:46:09 302 395
18:57:42 8632 54
08:10:03 4654 215
22:39:17 870 486
20:00:04 6368 686
08:42:54 5902 895
03:01:18 6333 246
12:32:45 1632 935
10:31:55 9783 554
02:11:12 8203 999
14:35:59 353 50
07:59:33 4996 351
15:25:47 2573 28
11:43:22 5823 650
09:15:32 4520 841
01:40:16 6344 921
00:35:17 3696 165
10:57:25 2249 99
23:24:33 3727 437
07:36:09 6988 329
19:21:28 8884 144
06:41:08 9520 564
21:51:12 2263 326
22:45:57 8583 941
04:27:58 2379 681
18:58:10 5202 79
17:34:46 1940 198
10:53:56 2385 754
00:48:20 6784 994
13:19:28 4486 165
06:06:08 3027 36
19:39:17 9923 590
19:14:38 3805 246
21:01:22 1303 714
15:08:32 9908 490
22:41:23 3015 882
12:31:30 2254 177
06:14:02 6695 792
00:59:17 6768 237
23:42:12 3352 77
05:59:28 8028 714
10:55:29 4044 447
12:49:02 9961 762
12:46:20 6458 636
23:36:38 8785 547
20:56:45 631 543
03:28:29 695 908
07:33:34 6482 762
01:35:24 8457 793
20:03:12 4771 460
12:56:19 4685 482
05:27:18 894 716
16:57:09 7596 859
20:28:05 8203 125
05:49:37 8953 148
12:26:20 7388 35
05:29:37 3309 913
14:05:16 5310 718
20:58:45 2687 745
23:07:05 1871 733
14:40:23 1398 546
22:24:46 8384 636
05:24:35 6236 54
05:58:21 9266 902
21:55:09 2657 899
04:11:49 841 439
09:19:46 7312 305
20:11:07 2156 993
06:00:39 4147 22
14:31:54 8170 566
00:38:56 8085 253
06:37:42 7795 474
13:28:05 9851 624
00:15:56 8968 294
19:40:35 3402 60
05:09:03 5719 47
04:54:02 9472 868
19:19:21 1437 60
03:26:11 2644 698
09:39:42 9748 596
17:11:29 9486 378
01:05:49 4904 340
11:57:24 1109 786
13:53:35 1064 309
15:08:07 4497 347
16:26:33 3439 722
06:39:03 1791 595
23:40:33 1437 505
23:44:38 4706 447
19:54:20 4255 548
18:39:22 2126 639
18:31:33 8155 514
05:56:39 3813 735
09:12:00 1937 34
14:40:50 1933 765
06:51:39 6794 433
01:21:22 9182 835
20:13:00 3297 716
09:16:50 1112 325
09:32:35 5308 795
00:07:43 5461 359
12:46:36 478 862
05:12:21 5537 954
21:30:58 7775 826
01:41:08 7889 169
20:29:57 8798 927
10:29:50 6783 960
23:03:53 8538 316
18:46:43 5170 578
17:01:13 9461 711
10:51:58 5794 77
04:17:53 511 357
12:40:34 2720 594
19:24:11 9752 129
09:45:54 5153 736
01:17:26 1423 518
07:23:28 4959 231
16:19:11 1839 393
01:49:12 1518 464
16:01:51 7908 936
16:09:12 5573 955
15:46:55 8580 327
10:09:49 1610 851
16:43:08 3362 751
01:29:24 8559 128
00:19:59 722 713
19:55:05 5461 488
01:06:33 5120 33
18:48:19 3439 338
06:12:18 4533 555
10:49:28 1928 289
04:10:17 1876 25
19:35:32 1678 221
17:22:35 5219 287
04:45:51 4642 597
07:10:04 5102 637
10:34:28 832 143
00:30:57 827 118
12:03:05 6988 411
05:45:38 9712 654
22:44:28 5827 329
10:52:12 8741 90
14:36:08 1523 842
22:29:06 7465 327
21:41:45 7626 491
07:14:09 4228 944
11:25:11 5413 817
10:29:31 496 76
15:07:22 7843 482
05:18:49 5712 628
18:08:32 1687 425
22:50:06 5340 579
20:04:50 4950 555
14:25:37 6774 254
19:15:35 2606 503
12:04:21 3412 843
22:37:27 7133 590
10:34:44 3870 187
21:42:04 9408 866
15:07:37 9767 484
10:35:06 7295 190
09:25:04 9802 121
21:52:38 6209 345
15:41:42 1008 102
06:52:08 9516 934
20:51:00 2404 686
04:28:34 4776 409
19:36:28 3206 220
21:56:20 4911 593
21:19:58 7123 745
11:05:37 134 636
16:25:54 2090 882
09:03:23 8993 64
00:45:35 5886 122
09:55:01 3855 452
22:37:25 5213 738
12:25:24 7131 568
06:42:11 7781 152
06:35:24 5903 870
13:09:18 2057 147
00:04:41 258 157
23:56:31 7156 149
02:08:41 6814 890
14:57:50 9903 962
13:39:11 7445 531
13:35:52 7374 403
11:14:11 6960 629
00:36:31 3879 739
16:17:26 8949 600
11:02:02 9309 504
22:23:07 9508 503
22:05:09 8625 889
08:29:33 1282 545
19:05:15 7741 655
23:42:42 1280 710
20:34:51 9497 329
19:03:57 5629 557
00:30:29 8400 937
15:36:46 5432 441
11:51:18 4739 181
01:44:59 9792 777
09:46:50 9236 276
01:40:30 9473 183
18:03:42 4781 838
23:39:01 4700 506
02:08:32 1260 881
08:16:08 4604 291
08:00:47 1828 628
05:58:37 2477 684
14:23:51 2874 277
22:15:31 2963 828
16:55:02 5618 96
04:38:59 2526 867
15:48:26 6278 253
21:28:46 2741 225
18:46:53 5654 65
20:16:48 1901 63
05:29:25 7803 318
15:47:48 8725 249
12:43:45 6391 495
08:09:33 7123 22
09:59:51 7354 401
21:20:33 673 109
17:40:22 7075 635
20:54:17 5489 286
08:51:06 4184 680
18:25:29 3962 761
21:37:49 3194 542
10:43:44 2948 330
17:00:43 139 861
02:00:26 1601 547
03:43:28 5760 234
23:18:16 3164 44
00:39:05 932 971
19:42:57 3553 983
19:40:07 1966 98
19:08:24 9275 832
05:57:07 3019 269
09:29:42 1241 664
14:59:17 6996 718
21:49:49 5299 273
05:49:04 4544 805
01:24:24 5451 71
08:52:16 2916 461
02:31:59 3288 634
12:11:41 8062 121
04:34:49 7066 233
19:41:06 7235 742
08:06:02 1195 82
18:46:16 7306 29
15:09:41 15 965
01:42:24 4366 165
22:21:57 6412 598
00:32:45 8040 499
13:25:54 1149 563
07:00:24 7899 134
18:34:59 5881 351
21:19:25 905 657
20:05:23 8760 883
10:05:53 7531 788
09:41:12 2894 577
01:24:42 3130 316
22:24:57 1750 655
22:22:31 1391 916
20:28:47 3105 153
01:12:01 9715 254
15:24:04 8857 668
09:31:34 7362 999
00:02:21 919 355
23:02:25 1937 226
20:42:33 7510 972
21:55:55 8792 162
23:37:14 1181 47
23:09:31 313 492
19:02:15 2139 24
05:40:03 5036 850
03:29:39 2797 865
18:04:52 1743 126
15:38:51 3614 74
06:27:21 6587 342
03:43:36 8944 150
10:53:50 3494 792
01:37:11 5497 74
03:17:09 6802 182
22:23:35 2704 459
07:59:37 667 146
03:50:54 6163 806
05:01:56 7979 92
00:00:11 1461 733
20:37:56 4649 436
22:51:50 7799 718
04:13:09 4440 545
14:26:15 2860 635
22:02:38 2950 744
15:39:05 4935 366
13:00:35 3861 206
03:33:06 5930 893
17:32:14 7606 798
20:42:13 4529 64
06:07:50 2445 711
15:31:11 2618 696
01:03:41 5967 301
06:27:16 5478 641
14:02:06 860 957
17:11:10 477 506
16:07:04 3856 748
14:37:37 5341 439
06:47:43 5337 245
03:20:14 1607 252
23:26:55 3277 394
07:04:30 9587 506
01:56:27 2375 231
19:29:11 6347 392
04:29:46 3182 657
11:17:12 5504 140
01:44:36 978 297
04:07:54 7628 479
13:10:48 5630 235
09:38:10 2785 601
17:54:14 1417 431
16:31:55 3547 615
15:53:29 4574 24
23:27:47 4042 263
10:27:37 3644 923
18:09:58 9400 929
00:26:02 657 491
23:49:32 551 445
16:25:30 1606 473
15:15:05 9151 781
00:44:46 6663 982
06:08:22 4847 254
20:05:01 7861 695
09:10:45 7525 888
18:47:37 400 475
14:49:08 6642 199
11:40:29 23 891
20:04:24 5455 553
01:18:27 4421 724
19:34:36 3394 816
21:05:39 5501 763
01:32:58 5964 919
01:07:24 5990 486
19:02:23 6004 189
20:35:45 1098 584
22:49:13 2268 352
07:34:07 7840 765
18:55:44 3438 781
23:48:14 5251 371
08:32:43 6930 293
01:04:23 5657 473
15:32:33 2011 491
22:34:43 8731 931
09:28:39 6032 829
21:44:51 1076 202
14:05:05 6401 929
05:18:04 1792 178
08:07:44 2425 518
04:55:13 8531 984
20:01:18 6825 708
17:59:08 7765 365
13:28:47 352 308
06:04:01 3807 864
16:41:21 6746 602
10:41:41 5347 507
18:42:44 8687 872
17:28:29 4983 590
04:57:50 5022 185
08:14:30 6094 305
01:09:22 4660 476
05:39:59 2635 738
17:18:11 2874 869
22:44:57 2515 175
07:07:02 5188 598
04:28:16 6057 198
06:35:45 569 691
10:22:09 6110 469
17:10:34 4941 134
00:25:59 8183 796
04:29:59 5247 169
00:47:34 8314 349
20:45:18 7765 927
09:48:36 2410 828
18:46:58 7244 356
22:07:46 7848 931
01:08:43 9027 129
09:01:25 3611 466
11:05:20 902 632
20:12:37 8626 237
08:12:01 1370 561
14:43:42 1432 534
12:12:31 5207 627
19:32:03 5916 417
04:45:54 7007 388
12:23:00 4664 363
11:19:28 9192 99
06:46:56 7279 769
13:51:28 4729 177
23:57:27 6787 152
18:38:05 2354 222
09:30:55 8607 353
02:59:37 6157 100
00:26:40 4479 434
05:35:29 9305 783
04:12:11 6255 306
17:31:02 4948 864
18:19:31 9164 767
14:14:01 41 167
08:19:40 7743 137
20:42:57 4714 437
05:31:58 4010 39
03:48:17 8079 78
19:47:23 9521 502
18:27:55 4226 653
21:30:44 1960 392
16:46:36 288 875
08:10:37 959 159
10:29:56 2220 375
05:03:17 5918 439
20:58:22 799 306
09:33:40 1259 536
06:49:40 3003 793
03:38:48 2739 566
10:55:20 4933 287
21:44:44 5940 108
17:37:22 2355 23
04:33:18 6112 807
15:26:21 2672 114
06:09:32 3623 861
06:50:57 9154 638
22:53:33 8718 739
17:44:48 1868 437
14:58:04 1910 848
04:59:01 7857 366
09:44:23 2278 846
14:56:38 8571 791
10:11:45 4992 39
23:52:07 3644 141
22:09:44 3713 324
04:13:08 1288 445
22:48:50 1831 89
00:49:30 7066 53
06:06:02 8413 617
01:30:07 4146 54
02:19:42 169 782
03:50:07 9860 220
18:57:12 3028 696
11:01:05 2385 876
23:17:37 5699 370
05:54:32 3963 527
18:04:06 9473 791
00:33:13 3139 997
09:10:57 8801 14
23:06:59 3507 952
16:54:45 7778 385
22:37:11 7204 699
03:11:53 5814 398
13:13:32 3729 427
03:48:20 2026 487
03:33:08 8124 790
11:45:18 9129 749
01:05:20 8089 128
12:18:29 9837 763
09:43:53 7274 241
17:26:18 7012 203
02:57:53 7794 971
21:23:11 210 700
15:43:06 6495 458
16:42:43 1393 132
04:25:25 9676 114
23:59:57 2765 76
11:12:21 3282 619
12:07:14 6959 752
15:17:48 9535 617
08:48:50 6558 374
15:42:38 6627 506
16:17:09 7449 120
03:16:31 8148 246
20:08:01 1632 765
01:53:04 8162 704
00:11:24 9906 705
10:09:19 1579 788
02:42:48 8519 795
15:50:29 3309 310
21:31:31 8271 277
17:21:51 8857 569
00:48:02 7052 911
03:24:28 5154 883
12:28:29 590 43
05:35:42 4966 915
22:10:31 7057 147
09:45:24 7987 792
03:36:43 8038 685
17:43:34 9376 491
15:35:54 2561 528
01:25:16 8106 615
12:39:43 5780 794
09:20:03 462 614
01:08:53 6004 367
23:37:01 5592 399
03:27:22 5856 431
11:03:42 4002 263
07:41:19 9709 96
22:04:55 4996 127
10:10:01 8822 343
01:29:42 6922 591
16:57:26 4369 30
22:30:37 365 334
12:36:24 5283 596
03:51:31 1640 717
21:13:21 8139 524
21:21:10 4908 382
13:12:31 1235 870
17:13:18 4345 58
09:36:25 3701 649
23:05:45 9474 107
18:21:17 1103 590
16:30:27 3437 365
02:41:52 4946 526
09:27:42 8847 330
06:26:25 4117 649
16:29:42 8972 194
00:40:45 8458 893
05:36:31 3490 686
23:29:17 8729 838
19:54:49 7107 967
18:46:40 982 544
06:23:29 2421 256
04:47:43 4920 874
13:26:20 1056 659
06:54:26 4374 853
09:41:10 4202 713
19:15:25 3908 126
04:12:01 4024 826
09:29:31 9173 456
13:41:57 607 216
05:17:08 478 274
08:42:35 2884 669
01:46:31 327 66
02:20:38 4883 897
02:57:26 5955 697
21:56:05 6503 975
23:53:08 3868 124
18:47:32 1977 544
21:53:37 8606 267
15:56:05 3901 624
03:49:51 5135 347
18:47:24 3866 967
13:13:09 1751 189
06:17:28 6691 270
18:03:31 8741 393
22:07:20 8942 443
15:43:15 4551 910
04:23:30 6026 851
09:01:41 9926 45
23:42:51 896 717
21:15:16 9056 403
09:40:44 5946 934
21:07:34 3873 888
14:24:00 6439 959
08:19:05 3858 314
06:55:56 2626 947
14:40:20 6657 818
01:17:55 1313 852
15:30:47 6766 958
10:45:27 1645 854
05:44:16 8296 77
11:26:38 8974 765
10:29:44 449 790
01:41:41 3011 655
14:50:41 2230 13
12:12:40 5007 331
18:05:07 2586 265
16:45:49 2132 877
19:43:26 5234 472
15:55:47 2188 276
05:43:37 5368 828
09:12:05 6792 386
05:25:56 6183 977
18:14:01 377 955
17:41:39 3748 938
02:29:12 4290 728
05:03:25 7028 624
08:09:05 6029 184
18:07:00 8616 455
14:52:43 8097 131
07:45:13 3122 978
08:18:47 8097 401
04:27:54 3386 624
06:52:18 3103 438
05:26:50 2392 39
09:16:15 7389 939
07:23:37 7507 97
00:30:08 5297 719
12:43:13 6284 735
13:47:38 4199 84
03:35:03 854 350
07:30:58 5805 630
21:51:38 746 15
08:32:39 6242 319
12:42:23 2167 923
17:02:37 2939 276
05:32:31 5558 908
14:08:05 5199 737
16:27:09 4267 129
10:02:08 8180 902
08:47:23 7047 299
08:39:53 4322 539
10:27:57 2704 333
23:31:48 2479 579
21:40:51 7209 64
06:09:03 3767 197
01:30:16 2680 732
14:27:07 8109 51
14:22:45 9190 506
14:31:07 2426 136
11:05:13 4655 194
05:47:32 4470 586
21:37:13 9561 14
16:49:36 2959 436
02:15:49 8162 703
03:56:21 426 301
21:43:07 6459 392
18:59:06 5301 167
00:05:29 7862 474
20:17:38 96 347
01:41:39 7424 342
23:46:58 9326 142
06:55:03 4636 340
01:47:04 8965 984
19:24:05 6535 271
05:15:49 6536 101
00:54:13 2670 407
12:18:41 2526 133
09:31:51 7084 763
09:57:43 9888 144
11:42:06 6021 534
06:31:28 6359 497
08:36:38 6932 102
13:51:23 3054 454
20:27:05 663 535
10:29:43 3674 673
21:45:09 8116 549
20:41:33 1376 307
14:27:05 7826 317
04:08:43 4922 871
07:33:27 4842 592
01:35:04 739 535
03:32:27 6767 106
14:42:46 9314 842
08:22:16 9594 93
16:01:07 7584 193
05:53:25 742 95
13:56:45 4877 331
18:46:29 7372 648
08:21:58 3067 226
05:05:47 9897 275
21:06:27 8756 28
00:25:07 218 185
20:30:29 6638 899
21:47:38 7975 320
19:52:39 5911 717
21:44:43 6472 833
09:05:08 2214 24
06:07:52 261 722
06:54:01 3429 502
20:09:41 3962 456
20:54:50 8825 205
02:19:49 7593 161
15:27:01 1909 180
04:47:44 7296 996
15:30:01 7365 609
07:12:18 9330 859
12:03:21 130 115
20:54:45 7075 435
15:47:37 9763 758
17:18:02 7988 419
15:32:37 7994 247
22:03:33 312 442
18:20:35 1041 284
20:26:56 7756 129
15:39:41 5682 469
22:27:01 2644 304
23:12:30 5634 458
07:32:14 9629 940
21:21:58 9865 883
22:42:29 2149 914
09:46:45 6396 992
13:53:43 5903 825
15:51:54 2655 646
06:18:44 1413 693
15:08:11 3269 170
19:31:06 6816 975
15:19:15 3432 580
01:01:22 4274 375
21:10:11 8249 42
02:21:27 1868 642
07:07:35 3672 508
08:21:50 5821 797
01:49:56 9127 283
04:54:44 8445 628
21:06:45 827 958
14:51:29 1818 118
19:39:50 1670 853
17:02:32 1728 181
20:07:55 3366 942
11:10:46 4787 735
14:48:32 8166 760
03:09:41 5960 352
04:07:54 3308 459
13:49:49 108 261
15:21:18 8275 185
02:17:23 6800 379
20:42:15 2484 781
16:26:50 3739 151
13:26:58 6707 929
14:54:33 5928 976
00:28:09 163 744
16:04:05 5543 332
12:49:10 7112 72
12:48:02 2474 934
18:03:40 8517 312
13:25:56 9071 904
09:46:47 5140 941
11:00:52 4584 931
16:39:58 2407 727
12:28:41 3361 918
17:39:50 7245 724
11:56:51 6628 804
06:56:19 1381 47
17:21:24 2065 542
17:18:13 1521 533
17:19:33 5583 785
20:10:01 457 921
17:37:16 3955 862
09:46:27 8279 123
23:03:53 6111 275
20:32:22 2029 58
20:07:28 4882 596
23:00:29 5554 251
23:37:36 8738 874
19:14:22 4903 301
21:50:52 9385 698
04:45:24 8515 765
07:06:20 8462 606
06:52:49 5920 475
03:09:45 6975 858
13:05:05 1019 445
04:30:13 7310 89
11:43:33 6599 612
17:33:49 6469 902
08:37:31 6938 460
22:59:31 6831 853
05:09:32 2083 506
22:29:08 8409 893
16:07:44 3484 476
15:02:47 2570 976
17:23:58 1946 626
13:07:07 6056 595
09:02:33 2512 130
11:19:23 4969 311
15:01:50 2341 155
18:26:03 5000 920
09:13:11 8009 12
03:35:22 1107 901
01:26:30 9390 327
18:28:57 5535 810
12:30:53 9924 145
04:32:40 7552 789
14:42:28 2441 897
23:20:05 6712 406
07:57:25 5555 563
01:42:56 7260 763
08:41:05 2714 734
00:36:40 5061 584
20:07:41 9165 97
06:39:34 9452 785
01:36:33 3104 778
15:32:57 306 133
21:59:34 2945 995
00:17:50 3372 261
22:53:56 9496 464
02:51:34 9943 338
12:37:02 8053 892
00:21:27 2958 434
00:55:33 5200 401
08:05:07 1628 564
05:18:09 2993 271
02:09:19 6673 704
05:03:39 5330 195
00:45:03 4883 409
03:20:09 6764 924
10:16:24 1982 63
06:15:48 9782 610
07:31:32 8265 404
03:17:03 5216 485
17:26:04 7933 39
13:40:14 306 285
17:37:43 1664 262
17:41:50 2058 321
18:26:28 1375 876
20:32:13 2333 392
17:10:50 4017 560
13:58:35 7402 52
00:52:29 4740 678
05:00:03 7901 289
19:16:53 6229 369
20:13:37 8362 298
01:10:47 8751 586
02:19:05 6477 725
03:53:08 9118 296
13:13:39 8271 990
10:56:43 5614 660
08:48:45 7418 289
07:42:20 5598 225
14:38:21 261 945
22:08:41 34 633
15:00:57 157 698
05:26:35 8012 790
12:34:05 1271 561
00:57:53 7294 698
03:22:52 6167 857
19:22:24 2904 869
22:00:07 7581 389
06:28:00 3630 770
00:48:17 5863 206
02:52:39 4968 837
22:14:14 8091 1000
11:02:17 8075 936
22:45:38 3426 17
06:52:40 6490 123
08:36:32 8094 184
17:12:42 9269 698
21:38:36 2876 76
18:08:47 1066 140
08:59:36 3735 912
16:46:50 4495 206
21:01:44 8732 639
08:43:35 7438 12
13:41:43 850 884
10:27:54 6667 290
03:43:33 7645 517
11:33:48 713 915
23:14:03 4554 950
13:34:28 5182 15
12:12:21 1341 911
18:51:01 3697 716
13:04:58 4096 211
05:21:19 1030 651
20:06:01 7864 452
00:37:51 5478 870
08:15:06 7760 254
10:53:03 5466 542
07:04:49 9830 644
14:48:06 7315 602
03:05:03 547 396
10:56:54 1066 811
04:03:58 7241 66
09:39:40 7076 77
03:43:03 9163 63
09:54:24 6582 108
19:48:26 3820 895
19:50:42 174 474
12:29:50 7015 911
19:39:06 5565 676
21:50:01 7440 539
10:37:12 1770 115
00:38:45 1107 617
06:57:36 2065 662
16:16:22 6898 502
23:39:28 3047 258
04:51:02 992 140
09:37:27 8408 992
20:48:22 5099 607
17:49:09 2416 490
09:38:21 4769 387
00:33:37 2370 68
07:32:52 9167 889
01:27:22 3202 215
20:58:12 1121 359
06:42:30 7658 624
22:21:54 9477 589
10:39:19 6860 346
05:06:29 692 517
07:58:00 3655 719
07:29:39 3493 254
15:47:49 5432 836
23:24:13 6559 198
00:23:00 1209 376
00:35:07 2334 307
14:12:40 9596 944
11:02:01 3263 212
09:11:14 4293 746
05:21:54 9086 261
05:12:01 2885 873
08:58:06 344 861
21:08:24 1819 356
06:19:29 3935 388
11:42:10 8634 828
19:56:27 1072 131
04:56:59 2143 823
06:12:34 6197 721
11:20:38 7038 661
07:58:02 9623 203
17:18:50 2435 345
07:03:40 4589 903
04:54:32 9570 917
15:13:46 1334 813
15:50:42 1063 181
16:24:48 8343 393
15:33:29 2933 339
22:23:33 7919 742
15:30:17 9523 420
20:58:50 9568 675
01:13:14 3326 472
07:25:13 5014 445
12:36:10 6130 270
17:05:08 1377 312
14:33:22 3772 607
01:29:32 5512 446
14:29:27 6701 386
15:20:17 6265 35
05:28:14 4352 670
02:22:57 1351 311
16:32:34 1281 814
08:59:14 1613 131
02:23:02 8947 215
10:12:43 5395 266
09:47:52 4497 205
22:38:08 8899 944
08:00:49 4907 298
11:50:25 6648 851
18:48:41 195 493
20:32:48 2446 896
12:14:14 3439 495
07:33:37 9055 785
14:46:52 7560 358
02:20:54 3078 449
22:26:13 7188 470
17:01:23 2277 601
04:19:47 159 521
21:53:22 5568 240
13:27:43 6609 791
22:34:19 5343 611
00:36:50 528 954
04:09:21 9310 654
19:58:38 9403 897
12:24:13 6401 75
17:24:12 7779 121
10:36:28 4992 105
05:06:43 9059 191
01:52:44 9886 510
00:11:12 1139 943
12:18:13 3819 308
21:33:04 7450 68
11:33:00 2816 344
13:25:10 1815 142
17:26:30 1127 408
06:08:55 3370 327
13:52:45 7779 172
19:36:19 9626 217
16:45:43 7520 292
06:00:09 7303 75
12:38:51 4045 548
10:58:36 8044 481
14:36:02 1493 304
20:56:58 7477 365
22:53:45 4874 410
19:52:51 2870 435
07:11:57 7080 478
12:58:42 3006 725
18:06:25 716 255
05:17:56 8811 308
21:58:04 3560 940
15:26:48 9058 134
11:04:48 1724 526
10:26:28 2701 268
06:32:02 7573 37
02:40:44 7568 400
10:47:25 3186 416
01:00:16 1879 736
04:20:42 7607 506
14:04:05 8986 682
07:45:28 2298 492
08:53:10 2795 868
00:38:06 2904 311
03:34:47 6404 182
02:42:48 184 703
08:09:28 5867 192
06:45:02 8722 231
14:44:03 8567 666
21:45:42 1685 409
22:19:28 859 622
00:03:49 6184 795
06:59:15 6139 940
07:12:05 263 441
00:00:21 3149 706
21:04:14 1583 826
21:10:46 2737 55
13:32:06 5360 340
17:40:12 3394 966
17:25:27 1980 247
06:06:22 5299 187
00:25:41 5182 22
12:13:29 3607 77
21:52:17 6046 54
02:56:13 6736 318
19:31:06 8785 820
18:10:16 1553 624
10:40:44 6367 704
22:08:21 2873 660
22:20:54 7900 79
10:01:38 9586 469
12:32:40 3809 525
18:45:00 3812 31
19:48:57 2033 326
07:47:27 3991 644
02:03:08 6137 520
09:12:09 6157 219
20:02:15 9799 978
14:47:56 5386 147
08:20:41 649 543
13:41:52 4727 778
00:14:54 5428 360
07:13:34 886 938
